"a.date","a.doy","a.r.av","a.g.av","a.b.av","a.r.sd","a.g.sd","a.b.sd","a.bri.av","a.bri.sd","a.gi.av","a.gi.sd","a.gei.av","a.gei.sd","a.ri.av","a.ri.sd","a.bi.av","a.bi.sd","b.date","b.doy","b.r.av","b.g.av","b.b.av","b.r.sd","b.g.sd","b.b.sd","b.bri.av","b.bri.sd","b.gi.av","b.gi.sd","b.gei.av","b.gei.sd","b.ri.av","b.ri.sd","b.bi.av","b.bi.sd","c.date","c.doy","c.r.av","c.g.av","c.b.av","c.r.sd","c.g.sd","c.b.sd","c.bri.av","c.bri.sd","c.gi.av","c.gi.sd","c.gei.av","c.gei.sd","c.ri.av","c.ri.sd","c.bi.av","c.bi.sd"
"11",2015-01-02 11:00:00,2,138.807024913315,136.586524508531,140.139925458628,25.3316442835255,28.0435483026957,30.4153904462937,415.533474880474,83.5717258523803,0.328126666159597,0.0058718237994075,-5.77390135488108,3.84794048313519,0.336786448142829,0.0170191791740129,0.335086885697574,0.0136813237590647,2015-01-02 11:00:00,2,149.83479986094,146.945185034226,152.478991092943,25.5541129536975,26.9513830073878,28.2719980532065,449.258975988108,80.5578367024381,0.326544018414019,0.00909878135472893,-8.42342088543103,5.3839320204513,0.334786315485359,0.0119310542755053,0.338669666100621,0.00838285055214018,2015-01-02 11:00:00,2,147.708346221535,145.826078609141,151.048114767212,22.1756377996959,23.7393970834768,25.5832044806232,444.582539597888,71.3312137341747,0.327742054511357,0.00387036467719453,-7.10430377046557,3.4033688122236,0.333530079532714,0.0108783696754398,0.33872786595593,0.00915275917075307
"12",2015-01-02 12:00:00,2,133.025875631998,132.870262880535,133.029266653428,30.1060488714704,33.9167582675241,36.5719970758488,398.925405165961,100.430681422178,0.332529495516046,0.00563040032618758,-0.314616524355782,4.14909084943784,0.337780311924263,0.0203139082999124,0.329690192559691,0.01796419922586,2015-01-02 12:00:00,2,145.454164019325,145.179190093146,147.260306652121,29.6506175846074,32.0276798401258,33.628658960568,437.893660764592,95.1359924700668,0.331028390688794,0.00838798145021457,-2.35609048515291,5.6696066977808,0.334205547815663,0.0126539796398546,0.334766061495544,0.00999918098918959,2015-01-02 12:00:00,2,144.49070449576,145.256562316676,146.803477147885,25.2764168473246,27.748893195127,29.5687468923125,436.550743960322,82.4621034151072,0.332459451423322,0.00408902811582021,-0.781057010292784,3.49626827602665,0.332915838105698,0.0129555933277242,0.33462471047098,0.0112616783009483
"13",2015-01-02 13:00:00,2,129.985404860464,126.724785006186,127.430056364275,36.3956043388291,41.1356156796902,45.0862681699787,384.140246230926,122.416749287838,0.328838977106578,0.00744631283135483,-3.96589121236654,4.39167662373163,0.345948199570874,0.027791840494428,0.325212823322549,0.0243504007117024,2015-01-02 13:00:00,2,145.937878370116,143.301503290696,146.743175851445,36.7255500236018,40.0102536325739,42.7045319309426,435.982557512258,119.234343795617,0.327595312019382,0.0116644039925898,-6.07804764016927,6.44053219509211,0.338744049617963,0.0189026822623603,0.333660638362655,0.0152639286951656,2015-01-02 13:00:00,2,147.633075569303,146.09260306117,149.235123460082,31.4296415749093,34.6139587281459,37.5727370801272,442.960802090555,103.457973830964,0.329284828511139,0.00495820537010919,-4.68299290704496,3.84303235354528,0.336607560784802,0.017322831244507,0.334107610704059,0.0150334197931342
"14",2015-01-02 14:00:00,2,120.779889104434,115.513892495456,110.046741106206,42.5880120484766,48.8373201406944,53.2795616706362,346.340522706096,144.325156185715,0.33234911747586,0.00958740497058489,0.201154780270976,5.65115651784747,0.362803231123544,0.0400759409889505,0.304847651400596,0.03678539446647,2015-01-02 14:00:00,2,144.630518958965,141.400943452773,139.664780560317,45.4046014410616,50.5074265312979,54.1995035778925,425.696242972056,149.782139166176,0.33091056502398,0.0146049909748252,-1.49341261373581,7.41048622475609,0.347884439493739,0.0301012411363447,0.321204995482281,0.0253597264051308,2015-01-02 14:00:00,2,143.632872913445,141.708996853501,139.488496613514,40.1584452133022,45.2775598083896,49.1458795097433,424.83036638046,134.278624842549,0.332944425450292,0.00639718925879265,0.296624180043731,4.85196396286238,0.345293305503732,0.0278422192783099,0.321762269045977,0.0256228888961184
"15",2015-01-02 15:00:00,2,117.639612323766,111.630393938931,106.88011517253,45.3087316479635,52.1526948374638,57.8397290269853,336.150121435227,154.957206688565,0.33086658306919,0.011119717465141,-1.25893961843371,5.68885292464232,0.366265481929048,0.0412161639242853,0.302867935001762,0.0379708201691587,2015-01-02 15:00:00,2,138.992255775202,136.32936931321,136.406865507031,49.470112053281,54.8594561231804,59.0880391845555,411.728490595442,163.119921658903,0.329370251445837,0.0176838922099338,-2.74038265581356,6.98124321897317,0.346890612585358,0.0319041528223458,0.323739135968805,0.0274892870444133,2015-01-02 15:00:00,2,145.171937496667,142.898074769346,142.518383019572,45.3402129008888,51.3374585906629,56.3743953962119,430.588395285585,152.815654823769,0.331016881012055,0.00695797449453069,-1.89417097754786,4.90494795664558,0.345946422491369,0.028897306353551,0.323036696496576,0.0264266751105288
"16",2015-01-02 16:00:00,2,94.6736752867857,96.5103181755694,99.2054317442376,40.9733775890269,46.9622483511655,53.1764207864178,290.389425206593,140.806062170437,0.331972324510175,0.0111592070678981,-0.858470679884522,5.00510483082714,0.335743760694875,0.0281294645308064,0.33228391479495,0.0291606721212456,2015-01-02 16:00:00,2,118.606339235408,124.174928371915,132.261175779517,47.1895777167073,52.3445963256132,57.8547380976498,375.04244338684,157.103826565916,0.329844337574305,0.0160843914757067,-2.51765827109582,5.68654084651597,0.319635112601032,0.0244631493349471,0.350520549824663,0.0314136545163039,2015-01-02 16:00:00,2,122.932686256733,128.416564449896,136.495344248307,42.8860462567006,48.7149551288441,54.7589775931101,387.844594954936,146.138981496961,0.330634105775251,0.00601448072826465,-2.59490160524772,4.39179260177986,0.322230948903003,0.0191753566772259,0.347134945321746,0.0186720217162803
"17",2015-01-03 09:00:00,3,114.199673117754,108.394908885393,103.26349916752,44.7286908353432,50.5608446231529,55.6848543702315,325.858081170666,149.785290309296,0.331165093753804,0.016846926557969,-0.673354514488215,6.78220538001477,0.36696555564585,0.0522152843484769,0.301869350600346,0.0465677919087089,2015-01-03 09:00:00,3,144.252040950885,141.156029346536,139.346709903257,60.1791834983,63.8703069283808,66.1021304413769,424.754780200679,189.588012431293,0.33010385442174,0.0220451412673785,-1.28669216107029,8.15201586306783,0.3488741521581,0.0396608955298806,0.32102199342016,0.0313291297389151,2015-01-03 09:00:00,3,143.981387659325,141.698970721562,139.686214068583,49.1743495254573,53.842183920798,57.8761820553163,425.366572449469,160.114946059111,0.332382195758104,0.00885702876096983,-0.269660284784811,5.71920517689759,0.34703533833701,0.0339994462027492,0.320582465904886,0.0310407824925477
"18",2015-01-03 10:00:00,3,113.016428124093,106.640834313471,100.634693815205,47.2852961112789,52.6861307572538,56.9381236861031,320.291956252769,156.207157171922,0.331639711332556,0.0166017024837119,-0.369453312355843,6.44537554646785,0.37010131964527,0.0491352652820349,0.298258969022175,0.0440316795323131,2015-01-03 10:00:00,3,147.219133989475,143.288544301521,140.724276826067,60.7670124454126,64.9104810395634,67.5729248769647,431.231955117062,192.889444184493,0.330160745591161,0.0225058801364326,-1.36632221249865,8.34879083485217,0.351815154975565,0.0385623911911613,0.318024099433273,0.0300969059490236,2015-01-03 10:00:00,3,140.671505519706,137.761623380086,134.777451869234,49.9568300342101,54.3450850245337,58.0019043962843,413.210580769026,161.843881902215,0.332722821573152,0.0103042272111688,0.0742893712335341,5.39564774977838,0.349815389166747,0.0339706500869798,0.317461789260102,0.0310657548903995
"19",2015-01-03 11:00:00,3,112.227526845586,105.352712053401,99.3031298211313,48.6333188592566,54.079307279996,58.3157949232966,316.883368720119,160.428600309033,0.330668871750577,0.0176935657079402,-0.825232559915682,6.45858360616556,0.372768452818215,0.0509511482568285,0.296562675431208,0.0444466594574344,2015-01-03 11:00:00,3,147.64515026913,143.387912535814,141.321685028232,61.0638368157796,65.7132829472241,68.7958411883897,432.354747833175,195.231227783335,0.32917336588237,0.0224627079151095,-2.19101022573336,8.6131542659622,0.352662899044728,0.0387045032268415,0.318163735072902,0.0295386632756381,2015-01-03 11:00:00,3,138.823721401525,135.254994400299,132.537251346595,50.9329448834163,55.7077472468796,59.5508894232776,406.615967148419,165.784944690182,0.331479486516414,0.0116048916516719,-0.850983947522798,5.53474028377682,0.352035930158573,0.0363284466679691,0.316484583325013,0.0316361421045549
"20",2015-01-03 12:00:00,3,109.72873356042,102.048917775368,95.4933707058518,47.7704421830264,53.3772988167626,58.1985598044647,307.271022041639,158.766379563757,0.3307245713512,0.0162886198406483,-1.12426871553607,6.30014199137212,0.375562567525287,0.0479793387970143,0.293712861123513,0.0428188734635262,2015-01-03 12:00:00,3,144.927083208459,140.263363582963,138.655699677524,60.5715531959758,66.0873066250441,70.5891363295772,423.846146468945,196.857867527204,0.328816654356945,0.0210388416846021,-3.05605572005706,8.77706624011898,0.353897486817662,0.0372691941768334,0.317285858825393,0.0309980564609009,2015-01-03 12:00:00,3,136.327811850035,132.06968161698,129.492155085062,51.9886922817235,57.6442754204362,62.8382421482426,397.889648552077,172.052519982332,0.330947883168735,0.0102212914176693,-1.68060370113594,5.53857163268903,0.354905209938639,0.0368310026512431,0.314146906892626,0.0335199188554754
